标题,小区,房厅,面积,朝向,楼层,年份,位置,总价(万),单价(元/平方米)
中环旁次新小区 次顶楼 边套全明精品小户型 诚意出售,绿洲康城亲水湾(中央区)   ,2室1厅,75.67平米,南 北,20,2017, 御桥 ,550,72685
小区中间位置，带一个大花园，采光通风佳，诚心出售。,金泽苑   ,2室1厅,83.51平米,南,6,1999, 金桥 ,540,64663
牡丹路399弄 2室1厅 南,牡丹路399弄   ,2室1厅,74.54平米,南,6,1996, 花木 ,650,87202
金桥-电梯两房，双南户型，业主诚意出售房主自荐,金葵新城(西区)   ,2室2厅,83.67平米,南,18,2012, 金桥 ,565,67528
房间朝南，冬暖夏凉，高区，视野好，央位！！！,中冶尚城   ,2室1厅,89.7平米,南,11,2010, 高行 ,798,88964
本楼栋正在装电梯，本小区下一套成交就是这套,吉云公寓   ,2室1厅,77.62平米,南,6,1995, 联洋 ,680,87607
金浜小区 2室1厅 南,金浜小区   ,2室1厅,78.3平米,南,6,1994, 金杨 ,550,70243
位置安静 采光无遮挡 业主自住 离地铁近,明丰佳园   ,2室1厅,70.7平米,南 北,6,1997, 南码头 ,500,70722
建中路126弄 3室1厅 南,建中路126弄   ,3室1厅,85.9平米,南,6,1994, 张江 ,518,60303
2012年次新房 邻河三期2房 景观楼层 户型方正通透,新高苑(三期)   ,2室2厅,89.28平米,南 北,11,2012, 高行 ,530,59364
全南地铁两房，1梯3户楼层位置佳,浦江东旭公寓(669弄1-109号)   ,2室2厅,77.08平米,南,7,2006, 高行 ,560,72652
潍坊十村 3室1厅 南 北,潍坊十村   ,3室1厅,75.73平米,南 北,6,1985, 潍坊 ,730,96396
满5少税 户型正 南北通 ，6号线地铁口 小区配套成熟,凌兆佳苑   ,2室1厅,86.07平米,南 北,6,2001, 三林 ,575,66807
中间楼层，位置好，满五少税，出行方便，价格可谈。,黄山始信苑   ,2室1厅,75.32平米,南,6,1999, 金杨 ,649,86166
潍坊十村 3室1厅 南,潍坊十村   ,3室1厅,74.56平米,南,6,1986, 潍坊 ,645,86508
金桥好人家 3室2厅 南,金桥好人家   ,3室2厅,86.29平米,南,6,2001, 金桥 ,620,71851
地杰D街区两房，11和18号地铁交界，交通便捷,地杰国际城D街坊   ,2室2厅,84.8平米,南,27,2009, 御桥 ,580,68397
杨思前滩+电梯两房+精装修+南北通+2013年竣工,三杨新村一街坊   ,2室2厅,75.6平米,南,17,2013, 杨思前滩 ,650,85979
浦东内环品质两房 低总价 满五only one业主诚意出售房主自荐,益达公寓   ,2室2厅,85.47平米,南,8,1995, 洋泾 ,560,65521
这个房子不一般 楼层户型方正 赏花赏月赏秋香 看美景,金桥和苑   ,2室1厅,79.55平米,南,14,2011, 金桥 ,688,86487
花园位置，电梯双南两房，满五年仅一套，业主诚意,竹园高层   ,2室1厅,72.08平米,南,22,1992, 源深 ,680,94340
边套全明，清流，拎包入住，可见中国馆！地铁200米,上南花苑一期   ,2室1厅,81.14平米,南,7,1996, 世博 ,600,73947
双朝南、采光好、精装修、无遮挡、诚意出售,繁荣昌盛   ,2室1厅,79.2平米,南,26,1997, 潍坊 ,680,85859
近地铁小区自带2万方活水湖景篮球场网球场 澧溪,明天华城   ,2室2厅,89.55平米,南,16,2011, 周浦 ,530,59185
金色中环发展地块+不靠高架+户型方正+明珠,新里城和合苑   ,2室1厅,73.83平米,南 北,6,1999, 杨思前滩 ,510,69078
花木街道，带阁楼，税费少，诚意出售，7号线地铁口,锦博苑   ,2室1厅,78.87平米,南,6,2007, 北蔡 ,550,69736
源城锦翠苑 2室2厅 南 北,源城锦翠苑   ,2室2厅,76.49平米,南 北,6,2005, 杨思前滩 ,650,84979
楼层好 位置好无遮挡 税费少。房主自荐,翔川家园   ,2室1厅,86.28平米,南,6,2008, 川沙 ,580,67223
此房户型正气，精装修，2018年次新房龄，空调地暖新风房主自荐,明天华城   ,2室1厅,87.87平米,南,18,2017, 周浦 ,615,69990
房东诚心出售 好楼层 视野开阔采光充足。房主自荐,尼德兰花园(二期)   ,2室1厅,88.07平米,南,13,2016, 外高桥 ,525,59612
小区中庭  精装修   带30平花园新上,阳光城丽景湾PLUS   ,2室2厅,88.74平米,南 北,18,2016, 康桥 ,540,60852
绿地康桥新苑 2室2厅 南 北新上,绿地康桥新苑   ,2室2厅,88.15平米,南 北,14,2004, 康桥 ,560,63529
新上好房，高楼层，精装两房，视野开阔，带车位。,浦发罗兰翡丽   ,2室1厅,79.96平米,南,18,2017, 唐镇 ,680,85043
仁恒一代外销房，低总价两房 有产权车位,仁恒广场   ,2室1厅,80.67平米,北,21,1995, 塘桥 ,600,74378
三杨新村一街坊 2室1厅 南,三杨新村一街坊   ,2室1厅,75.33平米,南,17,2013, 杨思前滩 ,698,92659
建华公寓 2室1厅 南,建华公寓   ,2室1厅,81.98平米,南,6,1995, 花木 ,622,75873
中间楼层全明双南两房 业主诚意出售 看房提前联系,梅花新村(花木)   ,2室1厅,72.37平米,南,6,1995, 花木 ,520,71853
东上海二期南北两房业主诚意出售看房提前预约,绿地东上海二期   ,2室2厅,88.04平米,南,18,2010, 周浦 ,525,59632
06年房子，带双天井，南北户型，停车位充足,双桥小区   ,2室1厅,77.14平米,南,6,2006, 金桥 ,530,68707
繁荣昌盛 小区前排高区 双南大两房 诚意卖可谈,繁荣昌盛   ,2室1厅,79.2平米,南,26,1996, 潍坊 ,640,80809
城市华庭 6+21双轨地铁、好停车 一房可当两房用房主自荐,东方城市华庭   ,1室2厅,73.25平米,南,9,2006, 高行 ,538,73448
边套 全明 交通便利 带半地下产权车位（另算）,万科金色雅筑   ,2室1厅,70.95平米,南,5,2008, 三林 ,648,91332
联洋年华户型方正，大一房，看房方便，,联洋年华   ,1室2厅,75.48平米,南,20,2004, 联洋 ,788,104399
明珠+东昌，总价低，单价低，精装修，拎包入住,潍坊十村   ,3室1厅,74.62平米,南,6,1987, 潍坊 ,650,87109
雅颂稀有户型，高楼层，精装修，位置好，诚意出售,绿洲康城亲水湾(中央区)   ,2室2厅,83.19平米,南,18,2017, 御桥 ,620,74529
06年世博会动迁房，双南户型，配套成熟。,三林世博家园(板泉路2101弄)   ,2室2厅,77.01平米,东 东南,6,2006, 杨思前滩 ,500,64927
园林小区，全明两房带阳台，宜居住,未来域   ,2室1厅,79.98平米,南,3,2006, 三林 ,630,78770
前滩三林版块无对手 电梯房中间楼层 位置好视野好,杉林新月环林东路875弄   ,2室2厅,83.79平米,南,18,2006, 三林 ,539,64328
⭐⭐⭐⭐⭐4/6双地铁口＋单价低+商品房两房+采光好,贵龙园   ,2室2厅,89.75平米,南,22,2002, 塘桥 ,800,89137
张江东+南北通小3房+地铁2号线+诚意急卖,保利金爵公寓   ,3室2厅,89.53平米,南,10,2009, 唐镇 ,590,65900
恒大翰城瀚林苑 2室2厅 南 北,恒大翰城瀚林苑   ,2室2厅,88.34平米,南 北,6,2002, 杨思前滩 ,700,79240
采光充足，配套齐全，交通便利地铁200米，户型方正,新世纪花苑(一期)(浦东)   ,2室2厅,77.17平米,南,7,1996, 世博 ,600,77751
五年出一套 少见南北两房 全阳台 电梯中区 一梯三户房主自荐,东方悦居   ,2室1厅,72.13平米,南,11,2008, 杨思前滩 ,538,74588
现代化精装修大三房，94年房龄，近地铁，诚意出售。,南泉公寓   ,3室1厅,87.12平米,南 北,6,1995, 塘桥 ,510,58540
此房满五只有一套！中高楼层采光通风好！视野开阔！新上,绿地香颂(浦东)(公寓)   ,3室2厅,88.75平米,南,18,2011, 三林 ,570,64226
2房楼层好＋有产权车位＋诚意出售,万科金色里程(公寓)   ,2室2厅,79.33平米,南,18,2010, 杨思前滩 ,720,90761
金色中环 双轨旁 非底楼 双南户型 小区花园位置 诚售新上,莲康苑   ,2室1厅,79.61平米,南,17,2014, 北蔡 ,500,62807
A1户型 不靠路 南北通tou 满五年wei 一 不是顶层,印象春城   ,2室2厅,88.97平米,南,18,2011, 周浦 ,570,64067
金桂小区 3室1厅 南,金桂小区   ,3室1厅,88.22平米,南,6,1993, 花木 ,680,77081
大花园+南北通+采光足+配套齐+近地铁+业主诚心卖,桃李家园   ,2室2厅,89.91平米,南 北,6,2005, 杨思前滩 ,558,62063
大花园+南北通+采光足+配套齐+近地铁+业主诚心卖,桃李家园   ,2室2厅,89.91平米,南 北,6,2005, 杨思前滩 ,558,62063
张江东+南北通小3房+地铁2号线+诚意急卖,保利金爵公寓   ,3室2厅,89.53平米,南,10,2009, 唐镇 ,590,65900
采光充足，配套齐全，交通便利地铁200米，户型方正,新世纪花苑(一期)(浦东)   ,2室2厅,77.17平米,南,7,1996, 世博 ,600,77751
金桂小区 3室1厅 南,金桂小区   ,3室1厅,88.22平米,南,6,1993, 花木 ,680,77081
⭐⭐⭐⭐⭐4/6双地铁口＋单价低+商品房两房+采光好,贵龙园   ,2室2厅,89.75平米,南,22,2002, 塘桥 ,800,89137
五年出一套 少见南北两房 全阳台 电梯中区 一梯三户房主自荐,东方悦居   ,2室1厅,72.13平米,南,11,2008, 杨思前滩 ,538,74588
恒大翰城瀚林苑 2室2厅 南 北,恒大翰城瀚林苑   ,2室2厅,88.34平米,南 北,6,2002, 杨思前滩 ,700,79240
金色中环 双轨旁 非底楼 双南户型 小区花园位置 诚售新上,莲康苑   ,2室1厅,79.61平米,南,17,2014, 北蔡 ,500,62807
2房楼层好＋有产权车位＋诚意出售,万科金色里程(公寓)   ,2室2厅,79.33平米,南,18,2010, 杨思前滩 ,720,90761
现代化精装修大三房，94年房龄，近地铁，诚意出售。,南泉公寓   ,3室1厅,87.12平米,南 北,6,1995, 塘桥 ,510,58540
此房满五只有一套！中高楼层采光通风好！视野开阔！新上,绿地香颂(浦东)(公寓)   ,3室2厅,88.75平米,南,18,2011, 三林 ,570,64226
满五未一+06年房龄+best户型+建xi,东晶国际公寓   ,1室1厅,72.97平米,南,29,2006, 梅园 ,625,85652
浦发御园 2室2厅 南,浦发御园   ,2室2厅,70.02平米,南,12,2013, 三林 ,650,92831
楼东位置好、视野无遮挡、满五年、附+8平得房率高新上,保利林语溪(公寓)   ,2室2厅,89.63平米,南,18,2011, 三林 ,545,60806
一手动迁，税费少，带ge楼，户型方正,东方悦居   ,2室1厅,71.77平米,南 北,6,2008, 杨思前滩 ,576,80257
新出内环内三房，一手动迁，户型方正,东城新村   ,3室1厅,80.63平米,南 北,6,1999, 杨东 ,560,69454
杨思前滩中环内地铁口两房，10年房龄带阁楼新上,博学家园   ,2室1厅,78.68平米,南,11,2010, 杨思前滩 ,580,73717
新上房源：小区中间位置无遮挡电梯南北通全明诚售,民康苑   ,2室2厅,89.78平米,南,11,2008, 御桥 ,610,67944
众盛公寓 2室1厅 南新上,众盛公寓   ,2室1厅,77.35平米,南,7,1997, 陆家嘴 ,580,74984
保利林语溪(公寓) 2室2厅 南 北,保利林语溪(公寓)   ,2室2厅,89.66平米,南 北,18,2011, 三林 ,520,57997
世纪公园近距离，双南两房带阁楼，可作三房使用,花木苑   ,2室2厅,74.31平米,南,6,2000, 花木 ,690,92855
三林新村 两南一北 采光好 免增值税个税 近地铁,三林新村(永泰路133弄)   ,3室2厅,87.05平米,南,14,2013, 三林 ,525,60311
精装修，全屋实木地板，拎包入住，楼层好，清爽干净,绿地香颂(浦东)(公寓)   ,3室1厅,87.84平米,南,18,2011, 三林 ,580,66030
新出全明户型，满五年，双轨交，近滨江大道,陆家嘴滨江公馆   ,2室1厅,76.4平米,南,29,1994, 洋泾 ,545,71336
东城新村 3室1厅 南 西,东城新村   ,3室1厅,89.63平米,南 西,18,1999, 杨东 ,628,70066
前滩旁，6/8/19三轨次新电梯洋房，得房率高 精装修新上,海尚新纪园   ,2室2厅,86.77平米,南,11,2014, 三林 ,730,84131
新世纪花苑(三期)(浦东) 2室1厅 南 北,新世纪花苑(三期)(浦东)   ,2室1厅,89.13平米,南 北,6,2001, 世博 ,695,77976
谢家宅小区 2室2厅 南,谢家宅小区   ,2室2厅,88.07平米,南,6,1994, 陆家嘴 ,628,71307
绿洲康城亲水湾(东区) 2室2厅 南新上,绿洲康城亲水湾(东区)   ,2室2厅,87.83平米,南,15,2010, 御桥 ,600,68314
明珠+新杨思+满五年+诚意出售+看房提前预约+位置好,新里城和合苑   ,2室2厅,79.5平米,南,6,1999, 杨思前滩 ,520,65409
户型方正+11、18双轨+建平+中间楼层+配套齐全,民康苑   ,2室1厅,77.3平米,南,6,2008, 御桥 ,560,72446
民康苑 2室2厅 南,民康苑   ,2室2厅,84.75平米,南,18,2008, 御桥 ,525,61947
北滨江新上，高区景观两房，两室朝南，建平西,环球广场   ,2室1厅,85.25平米,南,33,1996, 梅园 ,660,77420
东上海三期正中间位置、景观楼层、带车位、业主诚心卖,绿地东上海三期   ,2室2厅,89.21平米,南 北,17,2014, 周浦 ,638,71517
谢家宅小区 2室2厅 南,谢家宅小区   ,2室2厅,88.07平米,南,6,1994, 陆家嘴 ,628,71307
楼东位置好、视野无遮挡、满五年、附+8平得房率高新上,保利林语溪(公寓)   ,2室2厅,89.63平米,南,18,2011, 三林 ,545,60806
杨思前滩中环内地铁口两房，10年房龄带阁楼新上,博学家园   ,2室1厅,78.68平米,南,11,2010, 杨思前滩 ,580,73717
新上房源：小区中间位置无遮挡电梯南北通全明诚售,民康苑   ,2室2厅,89.78平米,南,11,2008, 御桥 ,610,67944
一手动迁，税费少，带ge楼，户型方正,东方悦居   ,2室1厅,71.77平米,南 北,6,2008, 杨思前滩 ,576,80257
浦发御园 2室2厅 南,浦发御园   ,2室2厅,70.02平米,南,12,2013, 三林 ,650,92831
世纪公园近距离，双南两房带阁楼，可作三房使用,花木苑   ,2室2厅,74.31平米,南,6,2000, 花木 ,690,92855
东城新村 3室1厅 南 西,东城新村   ,3室1厅,89.63平米,南 西,18,1999, 杨东 ,628,70066
新出全明户型，满五年，双轨交，近滨江大道,陆家嘴滨江公馆   ,2室1厅,76.4平米,南,29,1994, 洋泾 ,545,71336
新出内环内三房，一手动迁，户型方正,东城新村   ,3室1厅,80.63平米,南 北,6,1999, 杨东 ,560,69454
保利林语溪(公寓) 2室2厅 南 北,保利林语溪(公寓)   ,2室2厅,89.66平米,南 北,18,2011, 三林 ,520,57997
众盛公寓 2室1厅 南新上,众盛公寓   ,2室1厅,77.35平米,南,7,1997, 陆家嘴 ,580,74984
新世纪花苑(三期)(浦东) 2室1厅 南 北,新世纪花苑(三期)(浦东)   ,2室1厅,89.13平米,南 北,6,2001, 世博 ,695,77976
三林新村 两南一北 采光好 免增值税个税 近地铁,三林新村(永泰路133弄)   ,3室2厅,87.05平米,南,14,2013, 三林 ,525,60311
前滩旁，6/8/19三轨次新电梯洋房，得房率高 精装修新上,海尚新纪园   ,2室2厅,86.77平米,南,11,2014, 三林 ,730,84131
精装修，全屋实木地板，拎包入住，楼层好，清爽干净,绿地香颂(浦东)(公寓)   ,3室1厅,87.84平米,南,18,2011, 三林 ,580,66030
龙博公寓，非顶楼、电梯房一T两户，地铁13号线旁,龙博公寓   ,2室2厅,86.27平米,北 南,14,2009, 北蔡 ,595,68970
新房源：满五！南北通，精装两房，俯瞰小区广场,中冶尚城   ,2室2厅,88.21平米,南,11,2010, 高行 ,780,88426
中环内2015年房龄+一手动迁+电梯中层+中间位置+13号线,德锦苑   ,2室2厅,86.27平米,南,17,2015, 北蔡 ,510,59117
区域认可：M5V1大院子安静位置采光好诚意急卖新上,乔顿花园   ,2室1厅,88.21平米,南,6,2000, 塘桥 ,658,74595
黄山始信苑 2室1厅 南,黄山始信苑   ,2室1厅,70.44平米,南,6,1998, 金杨 ,760,107894
双地铁满五，无个税 中层 全明南北，位置安静业主诚意房主自荐,黄山始信苑   ,2室2厅,71.71平米,南,6,1998, 金杨 ,658,91759
2011年电梯商品房，朝南三房，中间位置，满五年 毛坯房主自荐,绿地香颂(浦东)(公寓)   ,3室2厅,87.84平米,南,18,2011, 三林 ,509,57947
此房精装修，高楼层端正户型，三轨位置好，采光好房主自荐,金杨新村四街坊   ,2室2厅,85.31平米,南,4,1995, 金杨 ,560,65643
2015年电梯房，中环内，位置安静，无增值税，采光明亮房主自荐,德锦苑   ,2室2厅,86.23平米,南,18,2015, 北蔡 ,530,61464
此房满五年 楼层好 采光视野佳 双南户型,环球广场   ,2室1厅,86.52平米,南,33,1996, 梅园 ,630,72816
14年次新房，南北2室，电梯高层，诚意出售,金葵佳苑   ,2室2厅,81.63平米,南 北,18,2014, 金桥 ,500,61252
满五年，名下没有别的房子，采光充足，楼层位置都不错,黄山始信苑   ,2室2厅,80.9平米,南 北,6,1999, 金杨 ,660,81583
此房满五年 楼层好 采光视野佳 双南户型,环球广场   ,2室1厅,86.52平米,南,33,1996, 梅园 ,630,72816
满五一套，近公园近地铁，楼层好位置佳,金东名苑   ,2室1厅,86.68平米,南,14,2007, 金桥 ,620,71528
内环内 地铁口 精装一室带租约 诚意可签,东晶国际公寓   ,1室2厅,70.92平米,南,28,2006, 梅园 ,660,93063
清水苑二期 满5年 税费少 楼层佳 采光刺眼 房型佳,金桥湾清水苑   ,3室1厅,85.73平米,南,6,1998, 金桥 ,575,67072
商品房+阁楼露台60平，位置视野开阔，满5年房主自荐,幸福小镇   ,2室1厅,78.3平米,南 北,6,2006, 高行 ,500,63857
好房源 花园位置 诚意卖 看房方便  正气三房新上,金桥新村四街坊   ,3室2厅,86.63平米,南,6,1998, 金桥 ,550,63489
2015年电梯房，中环内，位置安静，无增值税，采光明亮房主自荐,德锦苑   ,2室2厅,86.23平米,南,18,2015, 北蔡 ,530,61464
